ResourceId,ResourceName,ResourceGroup,ResourceType,Location,SubscriptionName,ServiceName,MeterCategory,UsageDate,CostINR,Currency,Tags_Owner,Tags_Environment,Tags_Project,UsageHours
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Compute/disks/disk-orphaned-002,disk-orphaned-002,rg-dev-westindia,Microsoft.Compute/disks,westindia,ABB-Dev-Subscription,Managed Disks,Storage,2026-06-05,1200.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Compute/disks/disk-orphaned-002,disk-orphaned-002,rg-dev-westindia,Microsoft.Compute/disks,westindia,ABB-Dev-Subscription,Managed Disks,Storage,2026-06-06,1200.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Compute/disks/disk-orphaned-002,disk-orphaned-002,rg-dev-westindia,Microsoft.Compute/disks,westindia,ABB-Dev-Subscription,Managed Disks,Storage,2026-06-07,1200.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-01,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-02,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-03,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-04,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-05,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-06,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-staging-westindia/providers/Microsoft.Compute/virtualMachines/vm-staging-load-001,vm-staging-load-001,rg-staging-westindia,Microsoft.Compute/virtualMachines,westindia,ABB-Dev-Subscription,Virtual Machines,Virtual Machines,2026-06-07,9200.00,INR,anil.verma,Staging,LoadTest,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-01,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-02,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-03,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-04,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-05,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-06,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Storage/storageAccounts/stdevunused001,stdevunused001,rg-dev-westindia,Microsoft.Storage/storageAccounts,westindia,ABB-Dev-Subscription,Storage Accounts,Storage,2026-06-07,320.00,INR,,Development,Legacy,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-01,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-02,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-03,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-04,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-05,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-06,180.00,INR,,Development,,24
/subscriptions/abc123/resourceGroups/rg-dev-westindia/providers/Microsoft.Network/publicIPAddresses/pip-unused-001,pip-unused-001,rg-dev-westindia,Microsoft.Network/publicIPAddresses,westindia,ABB-Dev-Subscription,Public IP,Networking,2026-06-07,180.00,INR,,Development,,24
